rmse,mean_rate_hz,median_rate_hz,mean_cv2,median_cv2,num_spikes,mean_corr
0.015847522307981386,11.428571428571427,11.428571428571429,1.1718459069646971,1.163885570808218,160.0,0.9098312529854313
