rmse,mean_rate_hz,median_rate_hz,mean_cv2,median_cv2,num_spikes,mean_corr
0.006497301173090415,12.857142857142858,11.428571428571429,1.3175388155531995,1.3214078485802765,180.0,0.005148984639581634
